# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Apr 19 11:24:48 2026
#
# User preference: *
#
# CONSTRAINT:  where (releasedate like '%2025%')
#
# COLUMN pl_name:        Planet Name
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_imppar:      Impact Parameter
# COLUMN pl_impparerr1:  Impact Parameter Upper Unc.
# COLUMN pl_impparerr2:  Impact Parameter Lower Unc.
# COLUMN pl_impparlim:   Impact Parameter Limit Flag
# COLUMN pl_trandep:     Transit Depth [%]
# COLUMN pl_trandeperr1: Transit Depth Upper Unc. [%]
# COLUMN pl_trandeperr2: Transit Depth Lower Unc. [%]
# COLUMN pl_trandeplim:  Transit Depth Limit Flag
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN pl_trandurerr1: Transit Duration Upper Unc. [hours]
# COLUMN pl_trandurerr2: Transit Duration Lower Unc. [hours]
# COLUMN pl_trandurlim:  Transit Duration Limit Flag
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN pl_ratdorerr1:  Ratio of Semi-Major Axis to Stellar Radius Upper Unc.
# COLUMN pl_ratdorerr2:  Ratio of Semi-Major Axis to Stellar Radius Lower Unc.
# COLUMN pl_ratdorlim:   Ratio of Semi-Major Axis to Stellar Radius Limit Flag
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN pl_ratrorerr1:  Ratio of Planet to Stellar Radius Upper Unc.
# COLUMN pl_ratrorerr2:  Ratio of Planet to Stellar Radius Lower Unc.
# COLUMN pl_ratrorlim:   Ratio of Planet to Stellar Radius Limit Flag
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,rastr,ra,decstr,dec,default_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,st_refname,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,rowupdate,pl_pubdate,releasedate
TOI-178 d,00h29m12.48s,7.3020115,-30d27m14.82s,-30.4541159,1,<a refstr=LELEU_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.211L/abstract target=ref>Leleu et al. 2024</a>,6.55756900000,0.00006500000,-0.00005600000,0,2.69500000,0.04100000,-0.04600000,0,0.006800,0.001600,-0.001600,0,,,,,,,,,1,0.501000,0.023000,-0.027000,0,0.13964000,0.00266000,-0.00306000,0,,,,,,,,,0.03737000,0.00035000,-0.00041000,0,<a refstr=LELEU_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.211L/abstract target=ref>Leleu et al. 2024</a>,4316.00,70.00,-70.00,0,0.662000,0.010000,-0.010000,0,4.450000,0.150000,-0.150000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.9550000,0.0350000,-0.0350000,8.6560000,0.0210000,-0.0210000,2025-11-20,2024-08,2025-11-20
TOI-178 e,00h29m12.48s,7.3020115,-30d27m14.82s,-30.4541159,1,<a refstr=LELEU_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.211L/abstract target=ref>Leleu et al. 2024</a>,9.96318000000,0.00015000000,-0.00012000000,0,2.30100000,0.03800000,-0.03900000,0,0.000380,0.000670,-0.000250,0,,,,,,,,,1,0.574000,0.015000,-0.027000,0,0.10181000,0.00247000,-0.00235000,0,,,,,,,,,0.03191000,0.00038000,-0.00037000,0,<a refstr=LELEU_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.211L/abstract target=ref>Leleu et al. 2024</a>,4316.00,70.00,-70.00,0,0.662000,0.010000,-0.010000,0,4.450000,0.150000,-0.150000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.9550000,0.0350000,-0.0350000,8.6560000,0.0210000,-0.0210000,2025-11-20,2024-08,2025-11-20
TOI-178 f,00h29m12.48s,7.3020115,-30d27m14.82s,-30.4541159,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,15.23218427640,0.00107739270,-0.00107739270,0,2.61967665,0.67474930,-0.67474930,0,,,,,,,,,2458364.91497700,0.00384629,-0.00384629,0,1,,,,,0.12285332,0.01423730,-0.01423730,0,2.5318138,0.4786721,-0.4786721,0,,,,,,,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,4111.00,171.00,-171.00,0,0.660000,0.060000,-0.060000,0,4.555280,0.449348,-0.449348,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.9550000,0.0350000,-0.0350000,8.6560000,0.0210000,-0.0210000,2025-09-25,2017-07,2025-06-11
TOI-178 f,00h29m12.48s,7.3020115,-30d27m14.82s,-30.4541159,1,<a refstr=LELEU_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.211L/abstract target=ref>Leleu et al. 2024</a>,15.23335000000,0.00024000000,-0.00025000000,0,2.41700000,0.04100000,-0.04800000,0,0.000450,0.000700,-0.000260,0,,,,,,,,,1,0.734000,0.015000,-0.014000,0,0.11231000,0.00380000,-0.00400000,0,,,,,,,,,0.03351000,0.00056000,-0.00060000,0,<a refstr=LELEU_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.211L/abstract target=ref>Leleu et al. 2024</a>,4316.00,70.00,-70.00,0,0.662000,0.010000,-0.010000,0,4.450000,0.150000,-0.150000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.9550000,0.0350000,-0.0350000,8.6560000,0.0210000,-0.0210000,2025-11-20,2024-08,2025-11-20
TOI-178 g,00h29m12.48s,7.3020115,-30d27m14.82s,-30.4541159,1,<a refstr=LELEU_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.211L/abstract target=ref>Leleu et al. 2024</a>,20.71663000000,0.00031000000,-0.00030000000,0,2.93900000,0.05700000,-0.05500000,0,0.000430,0.000650,-0.000280,0,,,,,,,,,1,0.854900,0.005500,-0.005400,0,0.16605000,0.00418000,-0.00355000,0,,,,,,,,,0.04075000,0.00051000,-0.00044000,0,<a refstr=LELEU_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.211L/abstract target=ref>Leleu et al. 2024</a>,4316.00,70.00,-70.00,0,0.662000,0.010000,-0.010000,0,4.450000,0.150000,-0.150000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.9550000,0.0350000,-0.0350000,8.6560000,0.0210000,-0.0210000,2025-11-20,2024-08,2025-11-20
TOI-1782.01,14h12m18.91s,213.0787718,+74d24m42.45s,74.4117909,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,4.98770562378,0.00001024870,-0.00001024870,0,2.47030768,0.39980054,-0.39980054,0,,,,,,,,,2459635.73744400,0.00219840,-0.00219840,0,0,,,,,0.11923398,0.00638142,-0.00638142,0,2.2769107,0.1542422,-0.1542422,0,,,,,,,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,4336.00,121.30,-121.30,0,0.668693,0.056035,-0.056035,0,4.620120,0.098910,-0.098910,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.3290000,0.0570000,-0.0570000,9.5520000,0.0200000,-0.0200000,2025-04-21,2017-07,2025-04-21
TOI-1782.02,14h12m18.91s,213.0787718,+74d24m42.45s,74.4117909,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,1.82902939880,0.00000630985,-0.00000630985,0,2.12683751,0.24079674,-0.24079674,0,,,,,,,,,2459632.81680800,0.00233540,-0.00233540,0,0,,,,,0.07048494,0.00523847,-0.00523847,0,1.6679098,0.1295507,-0.1295507,0,,,,,,,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,4336.00,121.30,-121.30,0,0.668693,0.056035,-0.056035,0,4.620120,0.098910,-0.098910,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.3290000,0.0570000,-0.0570000,9.5520000,0.0200000,-0.0200000,2025-04-21,2017-07,2025-04-21
TOI-1794 b,13h33m35.40s,203.3974857,+49d03m39.04s,49.0608433,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,8.76554684874,0.00003388662,-0.00003388662,0,3.33026651,0.57985050,-0.57985050,0,,,,,,,,,2458715.31089600,0.00197843,-0.00197843,0,0,,,,,0.05726987,0.00322830,-0.00322830,0,4.0264463,0.3263525,-0.3263525,0,,,,,,,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5707.00,115.69,-115.69,0,1.299210,0.061347,-0.061347,0,4.218030,0.072179,-0.072179,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10.3200000,0.0050000,-0.0050000,8.6920000,0.0200000,-0.0200000,2025-08-07,2017-07,2025-04-21
TOI-1798.01,14h04m22.54s,211.0939367,+46d31m09.42s,46.5192825,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,8.02147348949,0.00002809420,-0.00002809420,0,2.33810581,2.05414800,-2.05414800,0,,,,,,,,,2458741.60039500,0.00215022,-0.00215022,0,0,,,,,0.08823089,0.00675063,-0.00675063,0,3.2087652,0.6931132,-0.6931132,0,,,,,,,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5165.20,103.50,-103.50,0,0.784618,0.039296,-0.039296,0,4.590000,0.080000,-0.080000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.3610000,0.0230000,-0.0230000,9.2370010,0.0140000,-0.0140000,2025-08-07,2017-07,2025-04-21
TOI-1803 b,11h52m11.07s,178.0461054,+35d10m18.48s,35.1718001,1,<a refstr=ZINGALES_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...695A.273Z/abstract target=ref>Zingales et al. 2025</a>,6.29328700000,0.00002800000,-0.00002800000,0,2.99000000,0.08000000,-0.08000000,0,0.000000,,,0,88.90000,0.50000,-0.50000,0,2458904.62370000,0.00270000,-0.00270000,0,1,0.340000,0.090000,-0.140000,0,,,,,2.5900000,0.0700000,-0.0700000,0,18.200000,0.400000,-0.400000,0,0.03800000,0.00100000,-0.00100000,0,<a refstr=ZINGALES_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...695A.273Z/abstract target=ref>Zingales et al. 2025</a>,4687.00,65.00,-65.00,0,0.715000,0.005000,-0.005000,0,4.620000,0.100000,-0.100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.8710000,0.0330000,-0.0330000,9.6580000,0.0190000,-0.0190000,2025-05-13,2025-03,2025-05-13
TOI-1803 c,11h52m11.07s,178.0461054,+35d10m18.48s,35.1718001,1,<a refstr=ZINGALES_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...695A.273Z/abstract target=ref>Zingales et al. 2025</a>,12.88577900000,0.00003600000,-0.00003600000,0,4.29000000,0.08000000,-0.08000000,0,0.000000,,,0,88.48000,0.06000,-0.06000,0,2458911.67470000,0.00190000,-0.00190000,0,1,0.779000,0.014000,-0.015000,0,,,,,2.4000000,0.0400000,-0.0400000,0,29.300000,0.600000,-0.600000,0,0.05500000,0.00100000,-0.00100000,0,<a refstr=ZINGALES_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...695A.273Z/abstract target=ref>Zingales et al. 2025</a>,4687.00,65.00,-65.00,0,0.715000,0.005000,-0.005000,0,4.620000,0.100000,-0.100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.8710000,0.0330000,-0.0330000,9.6580000,0.0190000,-0.0190000,2025-05-13,2025-03,2025-05-13
TOI-1806.01,11h04m28.36s,166.1181474,+30d27m30.87s,30.4585763,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,15.15120508799,0.00013577625,-0.00013577625,0,2.84117990,0.83051205,-0.83051205,0,,,,,,,,,2458909.54341400,0.00226335,-0.00226335,0,0,,,,,0.49553043,0.05473574,-0.05473574,0,2.3438166,0.4573348,-0.4573348,0,,,,,,,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,3272.00,157.00,-157.00,0,0.401575,0.011929,-0.011929,0,4.825210,0.003437,-0.003437,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15.1930000,0.1340000,-0.1340000,10.0160000,0.0180000,-0.0180000,2025-04-21,2017-07,2025-04-21
TOI-1823 b,13h04m52.73s,196.2197201,+63d45m11.74s,63.7532610,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,38.81354980000,0.00003510000,-0.00003510000,0,8.20695000,0.56415100,-0.56415100,0,,,,,,,,,2460345.34856600,0.00073580,-0.00073580,0,0,,,,,0.95930000,0.03074060,-0.03074060,0,5.9440000,0.6100000,-0.6100000,0,,,,,,,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,4760.00,117.20,-117.20,0,0.820000,0.050000,-0.050000,0,4.490000,0.090000,-0.090000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10.7280000,0.0100000,-0.0100000,8.3320000,0.0140000,-0.0140000,2025-04-21,2017-07,2025-04-21
TOI-1824 b,13h10m55.49s,197.7312286,+61d44m41.46s,61.7448492,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,22.80857190000,0.00006060000,-0.00006060000,0,2.45459000,0.15432600,-0.15432600,0,,,,,,,,,2460362.10353900,0.00271010,-0.00271010,0,0,,,,,0.09770000,0.00302312,-0.00302312,0,3.8470000,0.2600000,-0.2600000,0,,,,,,,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5182.00,127.30,-127.30,0,0.820000,0.050000,-0.050000,0,4.550000,0.080000,-0.080000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,9.7210000,0.0030000,-0.0030000,7.7570000,0.0180000,-0.0180000,2025-04-21,2017-07,2025-04-21
TOI-1836 b,16h23m37.90s,245.9079242,+54d41m24.28s,54.6900774,1,<a refstr=HEIDARI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241208527H/abstract target=ref>Heidari et al. 2024</a>,20.38079900000,0.00001600000,-0.00001600000,0,8.00321222,0.34747840,-0.34747840,0,0.000000,,,0,88.74000,0.24000,-0.21000,0,2459646.49351000,0.00042000,-0.00041000,0,0,0.480000,0.059000,-0.074000,0,0.21640000,0.00360000,-0.00370000,0,6.6530000,0.0410000,-0.0380000,0,,,,,0.04651000,0.00039000,-0.00040000,0,<a refstr=HEIDARI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241208527H/abstract target=ref>Heidari et al. 2024</a>,6380.00,150.00,-150.00,0,1.577000,0.060000,-0.060000,0,4.159000,0.039000,-0.039000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,9.7650000,0.0040000,-0.0040000,8.5310000,0.0180000,-0.0180000,2025-03-03,2025-02,2025-03-03
TOI-1836 c,16h23m37.90s,245.9079242,+54d41m24.28s,54.6900774,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,1.77275050000,0.00000410000,-0.00000410000,0,2.73549000,0.18747400,-0.18747400,0,,,,,,,,,2460477.13626900,0.00215650,-0.00215650,0,0,,,,,0.02430000,0.00256082,-0.00256082,0,1.5190000,0.5320000,-0.5320000,0,,,,,,,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,6351.00,118.90,-118.90,0,1.620000,0.070000,-0.070000,0,4.120000,0.080000,-0.080000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,9.7650000,0.0040000,-0.0040000,8.5310000,0.0180000,-0.0180000,2025-05-05,2017-07,2025-05-05
TOI-1846 b,17h11m49.19s,257.9549645,+54d31m40.25s,54.5278483,1,<a refstr=SOUBKIOU_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.tmp..978S/abstract target=ref>Soubkiou et al. 2025</a>,3.93067370000,0.00000420000,-0.00000440000,0,1.79200000,0.06500000,-0.06800000,0,,,,,88.65000,0.20000,-0.17000,0,2459565.95523000,0.00032000,-0.00030000,0,0,0.464000,0.045000,-0.057000,0,0.17120000,0.00600000,-0.00590000,0,1.4190000,0.0160000,-0.0160000,0,19.750000,0.560000,-0.510000,0,0.04137000,0.00072000,-0.00072000,0,<a refstr=SOUBKIOU_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.tmp..978S/abstract target=ref>Soubkiou et al. 2025</a>,3568.00,47.00,-41.00,0,0.397000,0.011000,-0.012000,0,4.862000,0.027000,-0.027000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.9710000,0.0110000,-0.0110000,9.5960000,0.0160000,-0.0160000,2025-07-17,2025-06,2025-07-17
TOI-1855 b,13h41m24.95s,205.3539534,+17d41m12.74s,17.6868719,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,1.36414820000,0.00000080000,-0.00000080000,0,19.58760000,5.28743000,-5.28743000,0,,,,,,,,,2459690.63784200,0.00027730,-0.00027730,0,0,,,,,0.78200000,0.19021600,-0.19021600,0,0.9520000,0.0520000,-0.0520000,0,,,,,,,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5347.00,121.00,-121.00,0,1.080000,0.060000,-0.060000,0,4.330000,0.080000,-0.080000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.1970000,0.0160000,-0.0160000,9.5230000,0.0160000,-0.0160000,2025-04-21,2017-07,2025-04-21
TOI-1883 b,08h56m21.42s,134.0892456,-12d55m50.32s,-12.9306438,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,4.50638380838,0.00001029053,-0.00001029053,0,5.55217343,0.51607090,-0.51607090,0,,,,,,,,,2459256.84655300,0.00098692,-0.00098692,0,0,,,,,1.25229614,0.06021286,-0.06021286,0,2.0392007,0.1765048,-0.1765048,0,,,,,,,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,3477.00,157.00,-157.00,0,0.493576,0.014963,-0.014963,0,4.743030,0.008219,-0.008219,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15.7920000,0.0690000,-0.0690000,10.9940000,0.0230000,-0.0230000,2025-04-21,2017-07,2025-04-21
TOI-1937 A b,07h45m28.97s,116.3707214,-52d22m59.73s,-52.3832587,1,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,0.94667944000,0.00000047000,-0.00000047000,0,13.97759893,0.66132986,-0.69495680,0,0.000000,,,0,77.00000,0.44000,-0.49000,0,2459085.91023000,0.00012000,-0.00012000,0,0,0.865300,0.008600,-0.008400,0,1.41000000,0.16000000,-0.16000000,0,1.3770000,0.0140000,-0.0140000,0,3.850000,0.090000,-0.100000,0,,,,,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,5814.00,91.00,-93.00,0,1.080000,0.025000,-0.024000,0,4.401000,0.026000,-0.029000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.1800000,0.1030000,-0.1030000,11.2260000,0.0210000,-0.0210000,2025-04-07,2023-03,2025-04-07
TOI-1994 b,09h48m41.90s,147.1745753,-51d45m23.63s,-51.7565640,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,4.03372010000,0.00000330000,-0.00000330000,0,11.51590000,0.39935300,-0.39935300,0,,,,,,,,,2460032.21852100,0.00073660,-0.00073660,0,0,,,,,0.28680000,0.00439533,-0.00439533,0,3.4800000,0.1380000,-0.1380000,0,,,,,,,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,7369.00,219.00,-219.00,0,2.220000,0.070000,-0.070000,0,4.270000,0.650000,-0.650000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10.5140000,0.0060000,-0.0060000,9.7750000,0.0210000,-0.0210000,2025-04-21,2017-07,2025-04-21
TOI-2000 c,09h45m35.30s,146.3970631,-66d41m11.87s,-66.6866307,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,9.12705190000,0.00000640000,-0.00000640000,0,8.34235000,0.43619100,-0.43619100,0,,,,,,,,,2460086.66077500,0.00066430,-0.00066430,0,0,,,,,0.45680000,0.01081430,-0.01081430,0,3.5490000,0.7220000,-0.7220000,0,,,,,,,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5400.00,283.30,-283.30,0,1.180000,0.060000,-0.060000,0,4.430000,0.310000,-0.310000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10.9840000,0.0120000,-0.0120000,9.3030010,0.0210000,-0.0210000,2025-10-02,2017-07,2025-05-05
